"X","nbsp","sing.sp","FRic","qual.FRic","FEve","FDis","RaoQ","Warning","Error"
1,11,11,22.4962108213374,0.803650790538565,0.688431294369991,2.60278708552369,6.93967191874563,NA,NA
2,13,13,21.5385393076246,0.823558562105037,0.718007221910746,2.73139343018263,8.3100591368389,NA,NA
3,12,12,26.0463783641014,0.806212693394013,0.630841075501695,2.03081199056077,5.02440969350545,NA,NA
4,10,10,18.7962194214821,0.888808969833345,0.491857960480003,2.06468748273047,5.6843070181155,NA,NA
5,12,12,24.8147591801823,0.810665272286634,0.515716472695124,1.8683765461625,4.31545203281073,NA,NA
6,15,15,31.4010056278156,0.747324239144482,0.486690197265491,2.69593904014878,8.04811307939914,NA,NA
7,16,16,23.5317439996051,0.80292070809625,0.585223345663203,2.08303647772726,4.95136541413247,NA,NA
8,12,12,26.3602464943246,0.748766877079446,0.40542500695037,2.26189273407597,6.16133051012713,NA,NA
9,14,14,26.3315691743316,0.791878464634436,0.61243675627567,2.28339426538475,6.21300165192247,NA,NA
10,14,14,26.2086749401473,0.841265316158108,0.70898800297469,2.57592895451709,7.93109788314116,NA,NA
11,7,7,17.0807984813419,0.925576585238066,0.773024949423599,2.25369819808668,6.10467767291863,NA,NA
12,11,11,19.0568785773233,0.919228822586938,0.487015774582026,1.6337588106284,3.72952276135507,NA,NA
13,12,12,24.6699018891711,0.758664446121845,0.721235461331282,2.59663045508059,7.28708473760195,NA,NA
14,9,9,20.4463867996091,0.78221195190021,0.70541914032293,2.81996755601793,8.18679719195655,NA,NA
15,9,9,20.4463867996091,0.78221195190021,0.780021617999549,2.59973552507265,7.15947954155464,NA,NA
16,9,9,19.5218429014844,0.887905244699465,0.698854249358529,2.56293989963297,6.8858273361629,NA,NA
17,11,11,27.0606111505746,0.796742455325965,0.540135889400442,2.56332102943136,7.32267083161803,NA,NA
18,8,8,18.2178253462852,0.88796875825802,0.733742473485243,2.24697276383714,5.8187853860455,NA,NA
19,9,9,20.4186121144681,0.891316893018268,0.78145902031822,2.15324458678647,5.01707520426778,NA,NA
20,7,7,18.2341572900203,0.908292780571582,0.756884490105867,2.48317262528514,6.34261256221765,NA,NA
21,6,6,13.2140060426434,0.918249225702183,0.688926323406983,2.96084902614988,8.92230359548361,NA,NA
22,7,7,11.4875286770462,0.910396924846336,0.667754193060747,2.38330612531729,6.23505441842075,NA,NA
23,10,10,23.3546119850524,0.826808083328892,0.534713066285121,2.04489961684735,5.08835498941916,NA,NA
24,12,12,24.038139143898,0.808268707032894,0.507402683355774,2.3223346314974,6.57520980297371,NA,NA
25,9,9,17.1783720852376,0.837331894726795,0.712939684228769,2.4272552895877,6.44468075765352,NA,NA
26,10,10,20.1289981299288,0.825899463178587,0.609034639027976,2.41514317223026,6.49780788409112,NA,NA
27,10,10,18.5175885345813,0.814285423712624,0.365752085845582,1.85758942839181,4.19591835417006,NA,NA
28,9,9,18.4980116450239,0.933992988824166,0.576727858853796,2.16443732042042,5.69564260584524,NA,NA
29,8,8,14.1565144208435,0.905537915552281,0.688779668803189,2.42153441764623,6.42273046526015,NA,NA
30,8,8,16.2096453528276,0.923657013394991,0.728237536604882,2.26743540401161,5.90327809214487,NA,NA
31,7,7,10.7501541970574,0.926153429568651,0.796121918294471,2.37216059120277,6.52899920408308,NA,NA
32,11,11,27.792413012587,0.82905371931045,0.436409828526043,2.2444306907422,5.82619068042673,NA,NA
33,10,10,22.2261694474975,0.833953412081827,0.463763781472537,2.17797337615416,5.4791154648591,NA,NA
34,9,9,19.4386697499899,0.866765811995304,0.416413881130084,2.10772046557026,5.05181894144718,NA,NA
